id,collection,language_focus,category,subgenre,variation,variation_label,groove_level,bpm,key,energy,style_prompt,exclude,lyrics_direction,tags,source_basis
ROCK-V02-009-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,funk rock,detailed_arrangement,Detailed arrangement,10,112,D Mixolydian,10,"Create a funk rock song. Intro: establish the groove with drums and bass first. Verse: chicken-scratch muted guitar, wah-wah accents, crunchy chorus chords in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays syncopated 16th-note groove, strong downbeat, ghost-note snare. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: charismatic rhythmic vocal, call-and-response backing vocals. Production: dry funk-rock mix, crisp transients, short room reverb. BPM: 112, Key: D Mixolydian.","EDM drop, trap hats, orchestral strings, smooth jazz polish, Japanese vocals","Lyrics: playful tension, confidence, social electricity, repeated hook words.",funk rock; slap bass; groove; guitar stabs,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-009-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,funk rock,raw_live,Raw/live version,10,117,E Dorian,10,"Raw live-band funk rock, no click-perfect feel. The drummer should breathe around the groove: syncopated 16th-note groove, strong downbeat, ghost-note snare. Guitars: chicken-scratch muted guitar, wah-wah accents, crunchy chorus chords. Bass/drums: slap bass or fingerstyle funk bass, tight dry drums. Vocal performance: charismatic rhythmic vocal, call-and-response backing vocals. Keep the mix dry funk-rock mix, crisp transients, short room reverb, with human imperfections, small timing pushes, and real amp grit. BPM: 117, Key: E Dorian.","EDM drop, trap hats, orchestral strings, smooth jazz polish, Japanese vocals","Lyrics: playful tension, confidence, social electricity, repeated hook words.",funk rock; slap bass; groove; guitar stabs,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-009-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,funk rock,hook_focused,Hook-focused version,10,121,A Dorian,10,"Hook-focused funk rock with a strong guitar or bass motif in the first five seconds. Build around syncopated 16th-note groove, strong downbeat, ghost-note snare; make chicken-scratch muted guitar, wah-wah accents, crunchy chorus chords answer the vocal line. slap bass or fingerstyle funk bass, tight dry drums. Vocal: charismatic rhythmic vocal, call-and-response backing vocals. Production: dry funk-rock mix, crisp transients, short room reverb. Add a short instrumental break after the second chorus. BPM: 121, Key: A Dorian.","EDM drop, trap hats, orchestral strings, smooth jazz polish, Japanese vocals","Lyrics: playful tension, confidence, social electricity, repeated hook words.",funk rock; slap bass; groove; guitar stabs,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-010-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,funk metal,single_style,Style prompt only,9,102,Drop D,10,"Create a funk metal track with heavy syncopated groove, stop-start accents, half-time breakdown. Use down-tuned distorted riffs mixed with percussive muted guitar; slap bass through distortion, punchy kick, tight snare ghost notes. Lead vocal: aggressive shouted-sung vocal, occasional gang response. Production: tight modern heavy mix, gated low end, raw midrange. BPM: 102, Key: Drop D. Make the chorus memorable without becoming generic pop.","blast beats, death growls, EDM synth lead, Japanese vocals","Lyrics: friction, pressure, body movement, defiant humor; avoid violent specificity.",funk metal; heavy groove; slap bass; aggressive,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-010-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,funk metal,detailed_arrangement,Detailed arrangement,9,109,E minor,10,"Create a funk metal song. Intro: establish the groove with drums and bass first. Verse: down-tuned distorted riffs mixed with percussive muted guitar in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays heavy syncopated groove, stop-start accents, half-time breakdown. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: aggressive shouted-sung vocal, occasional gang response. Production: tight modern heavy mix, gated low end, raw midrange. BPM: 109, Key: E minor.","blast beats, death growls, EDM synth lead, Japanese vocals","Lyrics: friction, pressure, body movement, defiant humor; avoid violent specificity.",funk metal; heavy groove; slap bass; aggressive,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-010-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,funk metal,raw_live,Raw/live version,9,114,F# minor,10,"Raw live-band funk metal, no click-perfect feel. The drummer should breathe around the groove: heavy syncopated groove, stop-start accents, half-time breakdown. Guitars: down-tuned distorted riffs mixed with percussive muted guitar. Bass/drums: slap bass through distortion, punchy kick, tight snare ghost notes. Vocal performance: aggressive shouted-sung vocal, occasional gang response. Keep the mix tight modern heavy mix, gated low end, raw midrange, with human imperfections, small timing pushes, and real amp grit. BPM: 114, Key: F# minor.","blast beats, death growls, EDM synth lead, Japanese vocals","Lyrics: friction, pressure, body movement, defiant humor; avoid violent specificity.",funk metal; heavy groove; slap bass; aggressive,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-010-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,funk metal,hook_focused,Hook-focused version,9,118,Drop D,10,"Hook-focused funk metal with a strong guitar or bass motif in the first five seconds. Build around heavy syncopated groove, stop-start accents, half-time breakdown; make down-tuned distorted riffs mixed with percussive muted guitar answer the vocal line. slap bass through distortion, punchy kick, tight snare ghost notes. Vocal: aggressive shouted-sung vocal, occasional gang response. Production: tight modern heavy mix, gated low end, raw midrange. Add a short instrumental break after the second chorus. BPM: 118, Key: Drop D.","blast beats, death growls, EDM synth lead, Japanese vocals","Lyrics: friction, pressure, body movement, defiant humor; avoid violent specificity.",funk metal; heavy groove; slap bass; aggressive,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-011-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,dance-punk,single_style,Style prompt only,9,126,D minor,10,"Create a dance-punk track with disco-influenced hi-hat, live snare, relentless kick pulse. Use thin angular guitar scratches, sharp stabs, no big solo; rubbery bass riff as main hook, dry tight drums. Lead vocal: cool detached vocal, shouted group chorus. Production: raw indie-club mix, bass forward, guitars wiry. BPM: 126, Key: D minor. Make the chorus memorable without becoming generic pop.","EDM drop, polished pop diva vocals, metal chugs, Japanese vocals","Lyrics: nightlife, boredom, tension, neon rooms; clipped phrases and repeated slogans.",dance-punk; post-punk; angular; club groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-011-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,dance-punk,detailed_arrangement,Detailed arrangement,9,131,A minor,10,"Create a dance-punk song. Intro: establish the groove with drums and bass first. Verse: thin angular guitar scratches, sharp stabs, no big solo in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays disco-influenced hi-hat, live snare, relentless kick pulse. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: cool detached vocal, shouted group chorus. Production: raw indie-club mix, bass forward, guitars wiry. BPM: 131, Key: A minor.","EDM drop, polished pop diva vocals, metal chugs, Japanese vocals","Lyrics: nightlife, boredom, tension, neon rooms; clipped phrases and repeated slogans.",dance-punk; post-punk; angular; club groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-011-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,dance-punk,raw_live,Raw/live version,9,135,E minor,10,"Raw live-band dance-punk, no click-perfect feel. The drummer should breathe around the groove: disco-influenced hi-hat, live snare, relentless kick pulse. Guitars: thin angular guitar scratches, sharp stabs, no big solo. Bass/drums: rubbery bass riff as main hook, dry tight drums. Vocal performance: cool detached vocal, shouted group chorus. Keep the mix raw indie-club mix, bass forward, guitars wiry, with human imperfections, small timing pushes, and real amp grit. BPM: 135, Key: E minor.","EDM drop, polished pop diva vocals, metal chugs, Japanese vocals","Lyrics: nightlife, boredom, tension, neon rooms; clipped phrases and repeated slogans.",dance-punk; post-punk; angular; club groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-011-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,dance-punk,hook_focused,Hook-focused version,9,138,D minor,10,"Hook-focused dance-punk with a strong guitar or bass motif in the first five seconds. Build around disco-influenced hi-hat, live snare, relentless kick pulse; make thin angular guitar scratches, sharp stabs, no big solo answer the vocal line. rubbery bass riff as main hook, dry tight drums. Vocal: cool detached vocal, shouted group chorus. Production: raw indie-club mix, bass forward, guitars wiry. Add a short instrumental break after the second chorus. BPM: 138, Key: D minor.","EDM drop, polished pop diva vocals, metal chugs, Japanese vocals","Lyrics: nightlife, boredom, tension, neon rooms; clipped phrases and repeated slogans.",dance-punk; post-punk; angular; club groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-012-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,post-punk funk,single_style,Style prompt only,9,120,B minor,10,"Create a post-punk funk track with tight danceable backbeat, syncopated bass accents, restrained fills. Use scratchy clean guitar, dissonant stabs, delay throws; prominent melodic bass, dry kick/snare, percussion claps. Lead vocal: monotone or nervous vocal, call-and-response lines. Production: dry, minimal, art-school production with roomy drums. BPM: 120, Key: B minor. Make the chorus memorable without becoming generic pop.","arena rock soloing, lush synthpop, trap drums, Japanese vocals","Lyrics: social paranoia, city systems, coded desire; chorus should be repetitive and stark.",post-punk funk; angular; bass-driven; dry,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-012-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Funk Rock / Funk Metal / Dance Punk,post-punk funk,detailed_arrangement,Detailed arrangement,9,124,D minor,10,"Create a post-punk funk song. Intro: establish the groove with drums and bass first. Verse: scratchy clean guitar, dissonant stabs, delay throws in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays tight danceable backbeat, syncopated bass accents, restrained fills. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: monotone or nervous vocal, call-and-response lines. Production: dry, minimal, art-school production with roomy drums. BPM: 124, Key: D minor.","arena rock soloing, lush synthpop, trap drums, Japanese vocals","Lyrics: social paranoia, city systems, coded desire; chorus should be repetitive and stark.",post-punk funk; angular; bass-driven; dry,original_derived_from_research; see sources-license-notes-V02-20260621.txt
